ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,011,200
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,012,152
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,013,122
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,014,108
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,015,99
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,016,128
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,017,170
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,018,100
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,019,450
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,020,96
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,021,135
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,022,93
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,023,41
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,024,390
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,025,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,026,52
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,027,367
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,030,114
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,031,76
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,032,72
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,033,102
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1213,034,105
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,006,152
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,007,60
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,008,158
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,009,4
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,010,81
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,011,40
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,012,91
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,013,175
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,014,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,015,89
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,016,78
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,017,45
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,019,239
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,020,136
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,021,173
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,024,29
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,025,68
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,026,73
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1251,027,107
09,Ciudad de México,003,Coyoacán,0001,Total AGEB urbana,1266,000,2811
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,001,102
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,002,60
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,003,77
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,004,81
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,005,96
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,006,33
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,007,34
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,008,96
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,009,92
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,010,82
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,011,75
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,012,79
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,013,96
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,014,85
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,015,64
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,016,118
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,017,1
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,018,171
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,019,29
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,020,43
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,021,211
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,022,107
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,023,85
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,024,93
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1266,025,52
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,001,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,002,35
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,003,51
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,004,5
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,005,188
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,006,127
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,007,108
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,008,102
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,009,54
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,010,51
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,011,58
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,012,44
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,013,59
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,014,32
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,015,233
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,016,109
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,017,113
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,018,98
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,019,82
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,020,145
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,021,105
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,022,109
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,023,65
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1302,024,0
09,Ciudad de México,003,Coyoacán,0001,Total AGEB urbana,1317,000,2754
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1317,001,50
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1317,002,52
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1317,003,102
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1317,004,183
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1317,005,173
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1317,006,117
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1317,007,379
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1317,008,66
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1317,009,86
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,014,96
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,015,35
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,016,82
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,017,170
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,018,68
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,019,53
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,020,33
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,021,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,022,150
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,023,167
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,024,82
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,025,47
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,026,29
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,027,74
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,028,48
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,029,26
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,030,114
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1355,031,151
09,Ciudad de México,003,Coyoacán,0001,Total AGEB urbana,136A,000,2243
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,136A,001,160
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,136A,002,59
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,136A,003,48
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,136A,004,138
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,136A,005,146
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,136A,006,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,136A,007,25
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,136A,008,105
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,136A,009,38
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,136A,010,141
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,136A,011,24
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,136A,012,44
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,136A,013,35
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,136A,014,161
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,006,178
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,007,85
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,008,111
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,009,107
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,010,70
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,012,52
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,013,41
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,014,63
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,015,130
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,016,178
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,017,64
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,018,80
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,019,69
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,020,31
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,021,91
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,022,91
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,023,54
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,024,146
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1389,025,89
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,007,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,008,112
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,009,92
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,010,61
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,011,50
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,012,58
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,013,39
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,014,63
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,015,72
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,016,88
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,017,74
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,018,98
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,019,73
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,020,51
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,021,141
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,022,76
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,023,71
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,024,54
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,025,58
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,027,211
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,028,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,029,65
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,030,74
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,031,69
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,032,58
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,033,64
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,034,60
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,035,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,036,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,037,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,038,118
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,039,118
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,040,104
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,041,60
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,042,61
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,043,51
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,044,52
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,045,58
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,046,64
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,047,64
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,048,51
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,049,112
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,050,58
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,051,57
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1410,052,51
09,Ciudad de México,003,Coyoacán,0001,Total AGEB urbana,1425,000,6786
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,001,37
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,002,132
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,003,101
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,004,170
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,005,161
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,006,149
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,007,102
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,008,481
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,009,161
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,010,145
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,011,74
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,012,52
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,013,150
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,014,70
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,015,113
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,016,88
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,018,258
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,019,566
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,020,90
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,021,233
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,022,195
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,026,192
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,027,115
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,028,130
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,029,327
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,030,397
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,031,337
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,032,316
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,033,273
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,034,190
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,035,259
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,036,242
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,037,192
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,038,122
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1425,039,166
09,Ciudad de México,003,Coyoacán,0001,Total AGEB urbana,143A,000,2877
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,001,118
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,002,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,003,151
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,004,149
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,005,170
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,006,78
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,007,52
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,008,94
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,009,105
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,010,80
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,011,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,012,183
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,013,153
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,014,125
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,015,100
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,016,120
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,017,61
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,018,58
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,019,76
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,020,116
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,021,49
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,022,63
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,023,94
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,024,71
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,025,108
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,026,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,027,65
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,028,76
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,029,84
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,030,107
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,031,69
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,143A,032,102
09,Ciudad de México,003,Coyoacán,0001,Total AGEB urbana,1444,000,2651
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,001,58
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,002,38
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,003,31
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,004,33
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,005,72
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,006,74
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,007,76
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,008,76
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,009,73
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,010,83
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,011,83
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,012,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,013,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,014,54
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,015,35
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,016,36
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,017,79
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,018,24
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,019,38
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,020,35
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,021,3
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,022,624
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,023,33
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,024,47
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,025,292
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,026,1
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,029,102
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,030,40
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,031,53
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1444,032,458
09,Ciudad de México,003,Coyoacán,0001,Total AGEB urbana,1459,000,2436
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,001,47
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,002,54
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,003,91
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,004,94
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,005,42
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,006,69
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,007,56
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,008,41
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,009,50
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,010,78
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,011,42
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,012,46
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,013,57
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,014,53
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,015,62
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,016,54
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,017,51
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,018,49
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,019,59
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,020,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,021,139
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,022,51
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,023,34
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,024,51
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,025,54
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,026,44
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,027,45
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,028,44
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,029,271
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,030,43
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,031,145
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,032,67
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,033,42
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,034,42
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,035,46
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,036,43
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,037,47
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,038,45
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,039,30
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1459,040,58
09,Ciudad de México,003,Coyoacán,0001,Total AGEB urbana,1463,000,2844
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,001,44
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,002,85
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,003,44
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,004,46
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,005,43
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,006,46
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,007,44
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,008,93
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,009,89
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,010,105
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,011,82
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,012,47
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,013,41
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,014,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,015,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,016,98
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,017,39
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,018,44
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,019,53
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,020,35
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,021,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,022,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,023,77
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,024,184
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,025,193
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,026,117
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,027,51
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,028,28
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,029,69
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,030,59
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,031,57
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,032,67
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,033,69
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,034,64
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,035,118
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,036,81
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,037,142
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,038,87
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,039,88
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,040,131
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,041,84
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1463,042,0
09,Ciudad de México,003,Coyoacán,0001,Total AGEB urbana,1478,000,3845
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1478,001,3
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1478,002,0
09,Ciudad de México,003,Coyoacán,0001,Coyoacán,1478,003,44
